3 3 1 e 24 	2019.254734833	4.782e-04	26
0 0 1 e 69 	2019.713020583	2.997e-04	41
1 1 1 e 58 	2021.105840340	1.807e-04	51
3 1 1 e 25 	2021.705979614	7.128e-05	32
3 1 1 f 25 	2022.674401056	8.712e-05	28
3 1 2 e 18 	2023.018198948	3.550e-05	35
3 1 2 f 18 	2023.329196327	3.715e-05	44
1 1 1 f 58 	2023.804201214	1.918e-04	46
2 0 1 e 45 	2036.327057370	7.389e-05	51
2 0 2 e 42 	2037.903828107	5.732e-05	62
3 1 2 e 19 	2038.877057993	3.666e-05	34
3 1 2 f 19 	2039.222654596	3.826e-05	37
3 3 1 f 25 	2040.277448962	3.942e-04	21
3 3 1 e 25 	2040.278172101	4.645e-04	25
3 1 1 e 26 	2043.509587961	6.644e-05	26
3 1 1 f 26 	2044.555186709	8.769e-05	23
2 2 1 f 45 	2046.627686245	6.727e-05	36
2 2 1 e 45 	2046.864484761	9.071e-05	45
3 1 2 e 20 	2055.570051358	3.779e-05	37
3 1 2 f 20 	2055.952077020	3.934e-05	36
3 3 1 f 26 	2062.140827560	4.419e-04	25
3 3 1 e 26 	2062.141421417	5.018e-04	26
3 1 1 e 27 	2066.150608023	6.707e-05	24
3 1 1 f 27 	2067.276332785	6.806e-05	26
1 1 1 e 59 	2070.422258865	1.933e-04	43
3 1 2 e 21 	2073.097092819	3.888e-05	33
1 1 1 f 59 	2073.213255310	2.034e-04	43
3 1 2 f 21 	2073.517377799	4.041e-05	28
2 0 2 e 43 	2073.732985631	5.810e-05	64
2 0 1 e 46 	2074.866393198	7.531e-05	39
0 0 1 e 70 	2078.132771620	3.096e-04	37
3 3 1 f 27 	2084.843981951	4.792e-04	24
3 3 1 e 27 	2084.844703760	3.506e-04	26
2 2 1 f 46 	2085.208583280	7.331e-05	32
2 2 1 e 46 	2085.465683637	8.858e-05	34
3 1 1 e 28 	2089.628900200	6.769e-05	30
3 1 1 f 28 	2090.837612754	6.873e-05	26
3 1 2 e 22 	2091.458093432	3.996e-05	34
3 1 2 f 22 	2091.918471132	4.144e-05	38
